s,ta,spa,aga,moa,cta,tb,spb,agb,mob,ctb,tsb,b
zb_ats_5_750,-2.672,-0.00842,0.607,-0.697,28.0,-3.839,-0.0084,0.607,-0.515,28.0,2,trend-duration
zb_dts_10_60,0.684,0.00162,0.536,0.049,28.0,-1.408,-0.00307,0.429,-0.373,28.0,4,trend-duration
zb_ats_10_60,-1.548,-0.0037,0.464,-0.124,28.0,0.79,0.00173,0.571,0.022,28.0,3,trend-duration
zb_dts_10_120,-3.623,-0.00877,0.536,-0.699,28.0,-3.246,-0.00737,0.679,-0.38,28.0,4,trend-duration
zb_ats_10_120,-6.045,-0.0146,0.643,-0.778,28.0,-1.559,-0.00356,0.571,-0.154,28.0,4,trend-duration
zb_dts_10_250,-7.394,-0.01854,0.571,-0.799,28.0,-3.534,-0.00807,0.571,-0.632,28.0,4,trend-duration
zb_ats_10_250,-6.36,-0.01622,0.607,-0.919,28.0,-5.032,-0.01144,0.679,-0.605,28.0,4,trend-duration
zb_dts_10_500,-6.534,-0.01843,0.643,-0.695,28.0,-4.635,-0.01033,0.571,-0.962,28.0,5,trend-duration
zb_ats_10_500,-6.293,-0.01786,0.75,-0.724,28.0,-4.695,-0.01042,0.571,-0.836,28.0,5,trend-duration
zb_dts_10_750,-6.012,-0.01897,0.679,-0.741,28.0,-4.874,-0.0106,0.679,-0.64,28.0,3,trend-duration
zb_ats_10_750,-5.925,-0.01892,0.643,-0.657,28.0,-3.832,-0.00832,0.643,-0.661,28.0,3,trend-duration
zb_dts_20_60,1.383,0.00346,0.571,0.167,28.0,1.003,0.0022,0.607,0.112,28.0,3,trend-duration
zb_ats_20_60,0.807,0.00199,0.571,-0.095,28.0,1.595,0.00346,0.607,0.187,28.0,3,trend-duration
zb_dts_20_120,-5.739,-0.0142,0.607,-0.897,28.0,-1.716,-0.00392,0.607,-0.19,28.0,5,trend-duration
zb_ats_20_120,-5.56,-0.01379,0.607,-0.849,28.0,-1.962,-0.00448,0.679,-0.071,28.0,4,trend-duration
zb_dts_20_250,-8.827,-0.02255,0.714,-0.691,28.0,-2.717,-0.00625,0.571,-0.401,28.0,4,trend-duration
zb_ats_20_250,-8.319,-0.02136,0.75,-0.646,28.0,-0.733,-0.00169,0.536,-0.308,28.0,4,trend-duration
zb_dts_20_500,-9.886,-0.02845,0.643,-0.468,28.0,-8.09,-0.0182,0.679,-0.909,28.0,4,trend-duration
zb_ats_20_500,-9.026,-0.02635,0.643,-0.403,28.0,-5.45,-0.01234,0.607,-0.779,28.0,4,trend-duration
zb_dts_20_750,-8.615,-0.02806,0.714,-0.337,28.0,-4.293,-0.0093,0.571,-0.793,28.0,4,trend-duration
zb_ats_20_750,-8.644,-0.02825,0.714,-0.301,28.0,-5.061,-0.01099,0.607,-0.894,28.0,3,trend-duration
zb_dts_40_60,2.058,0.00504,0.607,0.096,28.0,0.276,0.00061,0.571,0.173,28.0,3,trend-duration
zb_ats_40_60,0.241,0.0006,0.571,-0.05,28.0,0.913,0.00203,0.607,-0.097,28.0,3,trend-duration
zb_dts_40_120,-8.383,-0.02065,0.75,-0.826,28.0,-0.076,-0.00017,0.5,-0.2,28.0,4,trend-duration
zb_ats_40_120,-6.165,-0.01514,0.714,-0.934,28.0,-0.546,-0.00124,0.536,-0.188,28.0,5,trend-duration
zb_dts_40_250,-7.713,-0.01984,0.821,-0.611,28.0,-4.632,-0.01044,0.643,-0.574,28.0,4,trend-duration
zb_ats_40_250,-10.148,-0.02614,0.857,-0.711,28.0,-5.23,-0.01173,0.643,-0.509,28.0,4,trend-duration
zb_dts_40_500,-7.472,-0.02105,0.786,-0.581,28.0,-7.09,-0.01557,0.643,-0.735,28.0,3,trend-duration
zb_ats_40_500,-9.622,-0.02708,0.75,-0.457,28.0,-5.059,-0.01113,0.607,-0.826,28.0,4,trend-duration
zb_dts_40_750,-6.651,-0.02134,0.75,-0.307,28.0,-8.693,-0.0186,0.714,-0.383,28.0,2,trend-duration
zb_ats_40_750,-7.781,-0.02514,0.714,-0.224,28.0,-8.402,-0.01798,0.607,-0.48,28.0,2,trend-duration
zb_dts_60_120,-4.336,-0.0106,0.607,-0.672,28.0,-2.653,-0.00597,0.643,-0.551,28.0,5,trend-duration
zb_ats_60_120,-5.008,-0.01236,0.607,-0.722,28.0,-2.303,-0.0052,0.571,-0.509,28.0,5,trend-duration
zb_dts_60_250,-7.903,-0.02021,0.679,-0.895,28.0,-4.391,-0.00983,0.643,-0.514,28.0,4,trend-duration
zb_ats_60_250,-8.597,-0.02208,0.714,-0.841,28.0,-4.157,-0.00932,0.571,-0.656,28.0,4,trend-duration
zb_dts_60_500,-4.584,-0.01281,0.714,-0.839,28.0,-7.374,-0.01579,0.607,-0.666,28.0,3,trend-duration
zb_ats_60_500,-5.461,-0.0153,0.679,-0.911,28.0,-8.819,-0.01862,0.643,-0.6,28.0,4,trend-duration
zb_dts_60_750,-4.331,-0.01365,0.571,-0.791,28.0,-11.238,-0.02395,0.75,-0.465,28.0,3,trend-duration
zb_ats_60_750,-5.82,-0.01848,0.643,-0.568,28.0,-10.283,-0.02191,0.714,-0.497,28.0,3,trend-duration
zb_dts_120_250,-1.711,-0.00452,0.571,-0.502,28.0,-7.002,-0.01529,0.857,-0.434,28.0,4,trend-duration
zb_ats_120_250,-0.041,-0.00011,0.464,-0.401,28.0,-7.053,-0.0154,0.893,-0.455,28.0,4,trend-duration
zb_dts_120_500,-1.922,-0.0053,0.464,-0.367,28.0,-3.995,-0.00869,0.536,-0.587,28.0,2,trend-duration
zb_ats_120_500,-2.036,-0.00561,0.429,-0.355,28.0,-4.981,-0.01091,0.536,-0.553,28.0,3,trend-duration
zb_dts_120_750,-2.362,-0.00734,0.607,-0.657,28.0,-4.757,-0.01027,0.643,-0.699,28.0,4,trend-duration
zb_ats_120_750,1.333,0.00407,0.464,-0.114,28.0,-6.823,-0.01493,0.607,-0.548,28.0,4,trend-duration
zb_cx1.5_m5,-4.638,-0.01095,0.536,-0.906,28.0,-3.964,-0.00892,0.714,-0.535,28.0,3,trend-duration
zb_cx1.5_x5,-8.24,-0.01947,0.857,-0.834,28.0,-2.462,-0.00555,0.643,-0.242,28.0,3,trend-duration
zb_cx1.5_s5,-5.562,-0.01336,0.714,-0.874,28.0,-0.88,-0.00199,0.571,-0.107,28.0,3,trend-duration
zb_cx1.5_m8,-3.369,-0.00793,0.536,-0.691,28.0,-6.01,-0.01359,0.714,-0.571,28.0,4,trend-duration
zb_cx1.5_x8,-8.104,-0.0195,0.714,-0.862,28.0,-1.176,-0.00264,0.536,-0.051,28.0,4,trend-duration
zb_cx1.5_s8,-5.917,-0.01425,0.679,-0.79,28.0,-2.828,-0.00635,0.607,-0.093,28.0,4,trend-duration
zb_cx1.5_m10,-5.251,-0.01255,0.607,-0.842,28.0,-7.125,-0.01608,0.679,-0.476,28.0,4,trend-duration
zb_cx1.5_x10,-4.556,-0.01087,0.679,-0.903,28.0,-1.58,-0.00352,0.571,0.112,28.0,4,trend-duration
zb_cx1.5_s10,-8.813,-0.0211,0.75,-0.665,28.0,-4.052,-0.00912,0.607,-0.113,28.0,4,trend-duration
zb_cx1.5_m15,-5.959,-0.0143,0.679,-0.702,28.0,-5.317,-0.01207,0.643,-0.555,28.0,4,trend-duration
zb_cx1.5_x15,-8.385,-0.02022,0.679,-0.689,28.0,-4.012,-0.0091,0.643,0.076,28.0,4,trend-duration
zb_cx1.5_s15,-5.499,-0.01337,0.679,-0.616,28.0,-6.545,-0.01487,0.679,-0.119,28.0,4,trend-duration
zb_cx1.5_m20,-8.348,-0.01993,0.714,-0.65,28.0,-2.943,-0.00673,0.571,-0.366,28.0,4,trend-duration
zb_cx1.5_x20,-11.124,-0.02695,0.75,-0.714,28.0,-1.179,-0.00268,0.5,-0.008,28.0,4,trend-duration
zb_cx1.5_s20,-5.902,-0.01432,0.714,-0.585,28.0,-5.381,-0.01218,0.643,-0.363,28.0,5,trend-duration
zb_cx1.5_m25,-9.79,-0.02339,0.75,-0.6,28.0,-2.545,-0.00578,0.536,-0.457,28.0,5,trend-duration
zb_cx1.5_x25,-9.446,-0.0229,0.679,-0.656,28.0,-0.556,-0.00126,0.536,-0.111,28.0,5,trend-duration
zb_cx1.5_s25,-7.435,-0.01827,0.607,-0.491,28.0,-1.435,-0.00327,0.536,-0.39,28.0,4,trend-duration
zb_cx1.5_m30,-10.303,-0.02463,0.821,-0.72,28.0,-1.888,-0.00427,0.5,-0.456,28.0,4,trend-duration
zb_cx1.5_x30,-8.798,-0.02136,0.679,-0.721,28.0,-2.268,-0.00511,0.536,-0.28,28.0,3,trend-duration
zb_cx1.5_s30,-9.537,-0.02364,0.75,-0.546,28.0,-1.787,-0.00404,0.536,-0.297,28.0,4,trend-duration
zb_cx1.5_m40,-9.726,-0.02338,0.857,-0.697,28.0,-5.378,-0.01189,0.643,-0.562,28.0,5,trend-duration
zb_cx1.5_x40,-10.104,-0.02498,0.679,-0.487,28.0,-3.427,-0.0077,0.5,-0.348,28.0,3,trend-duration
zb_cx1.5_s40,-7.194,-0.01774,0.714,-0.636,28.0,-0.981,-0.0022,0.5,-0.541,28.0,4,trend-duration
zb_cx1.5_m50,-10.253,-0.02445,0.786,-0.781,28.0,-7.03,-0.01562,0.571,-0.653,28.0,5,trend-duration
zb_cx1.5_x50,-5.012,-0.01229,0.679,-0.393,28.0,-5.419,-0.0121,0.571,-0.32,28.0,3,trend-duration
zb_cx1.5_s50,-5.747,-0.01426,0.75,-0.477,28.0,-5.575,-0.01242,0.571,-0.665,28.0,5,trend-duration
zb_cx1.5_m60,-9.281,-0.02246,0.821,-0.814,28.0,-5.3,-0.01175,0.607,-0.791,28.0,4,trend-duration
zb_cx1.5_x60,-0.614,-0.00151,0.464,0.041,28.0,-7.371,-0.01619,0.571,-0.83,28.0,2,trend-duration
zb_cx1.5_s60,-6.183,-0.01529,0.643,-0.501,28.0,-4.89,-0.01088,0.571,-0.21,28.0,3,trend-duration
zb_cx1.5_m75,-7.45,-0.01818,0.679,-0.881,28.0,-0.315,-0.00069,0.5,-0.473,28.0,5,trend-duration
zb_cx1.5_x75,6.813,0.01671,0.714,0.197,28.0,-4.868,-0.01049,0.536,-0.458,28.0,3,trend-duration
zb_cx1.5_s75,-4.416,-0.01088,0.607,-0.588,28.0,-8.839,-0.01953,0.679,-0.398,28.0,4,trend-duration
zb_cx1.5_m90,-7.515,-0.01871,0.714,-0.849,28.0,-6.024,-0.013,0.643,-0.81,28.0,5,trend-duration
zb_cx1.5_x90,3.179,0.00787,0.536,0.223,28.0,-5.11,-0.01137,0.643,-0.231,28.0,2,trend-duration
zb_cx1.5_s90,-5.691,-0.01433,0.607,-0.317,28.0,-9.749,-0.02129,0.786,-0.345,28.0,3,trend-duration
zb_cx1.5_m120,-6.004,-0.01506,0.714,-0.854,28.0,-5.23,-0.01135,0.607,-0.816,28.0,4,trend-duration
zb_cx1.5_x120,3.804,0.00906,0.714,0.232,28.0,-3.075,-0.00658,0.571,-0.014,28.0,2,trend-duration
zb_cx1.5_s120,-9.992,-0.02474,0.714,-0.466,28.0,-6.045,-0.01313,0.643,-0.723,28.0,4,trend-duration
zb_cx1.5_m150,-6.35,-0.016,0.714,-0.774,28.0,-10.277,-0.02202,0.786,-0.795,28.0,4,trend-duration
zb_cx1.5_x150,0.718,0.00179,0.464,0.186,28.0,-2.741,-0.00588,0.5,-0.181,28.0,4,trend-duration
zb_cx1.5_s150,-4.304,-0.01082,0.679,-0.536,28.0,-5.393,-0.01191,0.607,-0.724,28.0,4,trend-duration
zb_cx1.5_m180,-6.237,-0.01592,0.714,-0.617,28.0,-12.981,-0.02765,0.893,-0.73,28.0,2,trend-duration
zb_cx1.5_x180,-8.169,-0.02121,0.714,-0.378,28.0,-7.561,-0.01593,0.679,-0.305,28.0,4,trend-duration
zb_cx1.5_s180,-5.472,-0.01402,0.75,-0.44,28.0,-7.621,-0.01618,0.75,-0.538,28.0,4,trend-duration
zb_cx1.5_m250,-3.788,-0.00967,0.607,-0.864,28.0,-9.726,-0.02084,0.714,-0.722,28.0,5,trend-duration
zb_cx1.5_x250,-1.681,-0.00456,0.464,-0.014,28.0,-9.498,-0.02058,0.607,-0.573,28.0,3,trend-duration
zb_cx1.5_s250,-7.023,-0.01821,0.714,-0.292,28.0,-7.362,-0.01591,0.571,-0.8,28.0,3,trend-duration
zb_cx1.5_m375,-1.32,-0.00346,0.5,0.196,28.0,-10.204,-0.02146,0.75,-0.698,28.0,3,trend-duration
zb_cx1.5_x375,4.803,0.01243,0.607,0.256,28.0,-1.072,-0.00232,0.536,-0.138,28.0,1,trend-duration
zb_cx1.5_s375,4.325,0.01154,0.714,0.694,28.0,-12.309,-0.02535,0.821,-0.654,28.0,1,trend-duration
zb_cx1.5_m500,4.925,0.01351,0.643,0.623,28.0,4.238,0.00897,0.714,0.071,28.0,4,trend-duration
zb_cx1.5_x500,7.168,0.02286,0.679,0.741,28.0,1.026,0.00226,0.607,-0.214,28.0,4,trend-duration
zb_cx1.5_s500,7.824,0.02087,0.75,0.535,28.0,-5.904,-0.01229,0.75,-0.362,28.0,1,trend-duration
zb_cx1.5_m750,-11.74,-0.03662,0.786,-0.751,28.0,-9.956,-0.02128,0.821,-0.736,28.0,4,trend-duration
zb_cx1.5_x750,13.76,0.04862,0.893,0.978,28.0,-13.641,-0.03508,0.786,-0.891,28.0,2,trend-duration
zb_cx1.5_s750,-8.939,-0.02774,0.679,-0.017,28.0,-3.823,-0.00826,0.679,-0.523,28.0,3,trend-duration
zb_cx2_m5,-3.088,-0.00727,0.643,-0.415,28.0,-4.638,-0.01034,0.607,-0.368,28.0,3,trend-duration
zb_cx2_x5,-6.559,-0.01536,0.714,-0.764,28.0,-3.27,-0.00724,0.643,-0.251,28.0,3,trend-duration
zb_cx2_s5,-6.981,-0.01633,0.75,-0.666,28.0,-3.148,-0.00695,0.679,-0.161,28.0,4,trend-duration
zb_cx2_m8,-6.736,-0.01567,0.679,-0.621,28.0,-5.822,-0.01307,0.643,-0.489,28.0,5,trend-duration
zb_cx2_x8,-5.72,-0.01344,0.714,-0.796,28.0,-1.737,-0.00392,0.5,-0.119,28.0,4,trend-duration
zb_cx2_s8,-5.201,-0.01222,0.714,-0.792,28.0,-1.753,-0.00393,0.464,-0.259,28.0,3,trend-duration
zb_cx2_m10,-8.406,-0.01958,0.714,-0.909,28.0,-6.982,-0.01566,0.643,-0.444,28.0,4,trend-duration
zb_cx2_x10,-6.461,-0.01552,0.75,-0.77,28.0,-0.106,-0.00024,0.429,-0.131,28.0,4,trend-duration
zb_cx2_s10,-7.202,-0.01699,0.75,-0.843,28.0,-1.418,-0.0032,0.464,-0.214,28.0,4,trend-duration
zb_cx2_m15,-5.218,-0.01242,0.607,-0.778,28.0,-4.835,-0.01102,0.643,-0.419,28.0,4,trend-duration
zb_cx2_x15,-11.18,-0.02721,0.786,-0.774,28.0,1.253,0.00281,0.571,-0.046,28.0,2,trend-duration
zb_cx2_s15,-9.109,-0.02185,0.714,-0.812,28.0,-1.213,-0.00276,0.464,-0.142,28.0,4,trend-duration
zb_cx2_m20,-8.251,-0.01963,0.679,-0.761,28.0,-2.069,-0.00474,0.571,-0.357,28.0,5,trend-duration
zb_cx2_x20,-16.253,-0.03978,0.786,-0.649,28.0,0.418,0.00095,0.464,-0.184,28.0,1,trend-duration
zb_cx2_s20,-8.43,-0.02075,0.679,-0.702,28.0,-2.313,-0.00527,0.536,-0.261,28.0,5,trend-duration
zb_cx2_m25,-8.034,-0.01933,0.75,-0.88,28.0,-2.851,-0.00656,0.571,-0.339,28.0,5,trend-duration
zb_cx2_x25,-14.379,-0.03525,0.714,-0.638,28.0,-3.459,-0.00767,0.571,-0.212,28.0,6,trend-duration
zb_cx2_s25,-5.828,-0.01434,0.571,-0.609,28.0,-1.036,-0.00237,0.536,-0.251,28.0,5,trend-duration
zb_cx2_m30,-10.765,-0.02601,0.786,-0.846,28.0,-4.179,-0.00957,0.607,-0.503,28.0,5,trend-duration
zb_cx2_x30,-11.499,-0.02802,0.643,-0.691,28.0,-4.343,-0.00953,0.571,-0.423,28.0,6,trend-duration
zb_cx2_s30,-9.879,-0.02411,0.679,-0.825,28.0,-1.289,-0.00294,0.536,-0.467,28.0,4,trend-duration
zb_cx2_m40,-12.292,-0.02976,0.893,-0.857,28.0,-4.922,-0.01097,0.571,-0.589,28.0,5,trend-duration
zb_cx2_x40,-11.761,-0.02775,0.714,-0.974,28.0,-4.252,-0.00918,0.643,-0.244,28.0,5,trend-duration
zb_cx2_s40,-16.431,-0.03999,0.893,-0.826,28.0,-0.102,-0.00023,0.5,-0.188,28.0,4,trend-duration
zb_cx2_m50,-11.649,-0.0281,0.893,-0.813,28.0,-6.491,-0.0144,0.679,-0.621,28.0,5,trend-duration
zb_cx2_x50,-11.938,-0.02844,0.821,-0.815,28.0,-8.22,-0.01798,0.536,-0.341,28.0,5,trend-duration
zb_cx2_s50,-12.801,-0.03123,0.821,-0.77,28.0,-4.293,-0.00955,0.571,-0.359,28.0,4,trend-duration
zb_cx2_m60,-10.88,-0.02612,0.786,-0.917,28.0,-4.956,-0.01107,0.643,-0.765,28.0,5,trend-duration
zb_cx2_x60,-11.102,-0.02669,0.75,-0.861,28.0,-11.248,-0.02458,0.786,-0.492,28.0,5,trend-duration
zb_cx2_s60,-10.801,-0.02626,0.786,-0.889,28.0,-4.177,-0.00937,0.643,-0.462,28.0,3,trend-duration
zb_cx2_m75,-8.072,-0.01962,0.75,-0.897,28.0,-3.691,-0.00812,0.607,-0.522,28.0,5,trend-duration
zb_cx2_x75,-11.872,-0.02854,0.714,-0.711,28.0,-9.626,-0.02087,0.786,-0.691,28.0,5,trend-duration
zb_cx2_s75,-12.122,-0.02919,0.786,-0.919,28.0,-3.29,-0.00729,0.571,-0.661,28.0,3,trend-duration
zb_cx2_m90,-10.507,-0.02602,0.821,-0.919,28.0,-4.896,-0.01063,0.643,-0.699,28.0,5,trend-duration
zb_cx2_x90,-12.136,-0.02899,0.857,-0.957,28.0,-3.643,-0.00798,0.714,-0.523,28.0,4,trend-duration
zb_cx2_s90,-11.016,-0.02681,0.821,-0.924,28.0,-6.101,-0.01354,0.714,-0.387,28.0,4,trend-duration
zb_cx2_m120,-8.979,-0.02239,0.714,-0.938,28.0,-5.665,-0.01231,0.643,-0.846,28.0,5,trend-duration
zb_cx2_x120,-7.888,-0.01887,0.75,-0.688,28.0,-2.861,-0.00622,0.643,-0.188,28.0,4,trend-duration
zb_cx2_s120,-8.335,-0.02043,0.714,-0.749,28.0,-4.396,-0.00945,0.607,-0.323,28.0,5,trend-duration
zb_cx2_m150,-10.275,-0.02601,0.821,-0.756,28.0,-6.791,-0.01447,0.679,-0.58,28.0,4,trend-duration
zb_cx2_x150,-6.981,-0.01748,0.714,-0.657,28.0,-2.007,-0.00434,0.643,-0.485,28.0,3,trend-duration
zb_cx2_s150,-8.01,-0.0202,0.75,-0.751,28.0,-3.255,-0.00707,0.607,-0.365,28.0,4,trend-duration
zb_cx2_m180,-5.682,-0.01473,0.714,-0.427,28.0,-13.433,-0.02842,0.893,-0.665,28.0,4,trend-duration
zb_cx2_x180,-7.111,-0.01778,0.679,-0.48,28.0,-3.385,-0.00737,0.536,-0.704,28.0,4,trend-duration
zb_cx2_s180,-7.336,-0.01847,0.821,-0.888,28.0,-5.509,-0.01164,0.607,-0.463,28.0,4,trend-duration
zb_cx2_m250,-7.42,-0.01939,0.714,-0.596,28.0,-10.707,-0.0227,0.714,-0.654,28.0,5,trend-duration
zb_cx2_x250,-0.064,-0.00017,0.429,0.028,28.0,-8.537,-0.01903,0.643,-0.904,28.0,3,trend-duration
zb_cx2_s250,-10.197,-0.02651,0.786,-0.77,28.0,-8.621,-0.01854,0.714,-0.663,28.0,4,trend-duration
zb_cx2_m375,4.131,0.01091,0.643,0.378,28.0,-5.669,-0.01178,0.571,-0.562,28.0,3,trend-duration
zb_cx2_x375,6.292,0.01649,0.607,0.411,28.0,-7.165,-0.01592,0.679,-0.676,28.0,2,trend-duration
zb_cx2_s375,1.384,0.00367,0.429,0.529,28.0,-7.876,-0.0164,0.643,-0.714,28.0,2,trend-duration
zb_cx2_m500,1.72,0.00488,0.5,0.554,28.0,-1.65,-0.00351,0.607,-0.247,28.0,2,trend-duration
zb_cx2_x500,1.855,0.00592,0.571,-0.035,28.0,4.141,0.00887,0.643,0.041,28.0,5,trend-duration
